Gene,XGB_Rank,AE_Rank,Combined_Score
EIF2S1,0.0,0.54417884,0.27208942
USP8,0.0,0.5441495,0.27207476
GLRX3,0.0,0.5441191,0.27205956
TLR3,0.0,0.54411334,0.27205667
RPL39L,0.0,0.5436769,0.27183846
LYPLA1,0.0,0.5434921,0.27174604
PRSS23,0.0,0.54343843,0.27171922
PLCB2,0.0,0.5433306,0.2716653
AC005264.2,0.0,0.5432519,0.27162594
CASP4,0.0,0.5431932,0.2715966
C4orf33,0.0,0.54299974,0.27149987
APH1B,0.0,0.54294956,0.27147478
C5orf56,0.0,0.5429041,0.27145204
CPQ,0.0,0.5428493,0.27142465
SLC25A14,0.0,0.54266024,0.27133012
TTC3,0.0,0.54253316,0.27126658
FAM120A,0.0,0.5423644,0.2711822
CTF1,0.0,0.5421179,0.27105895
MRPS18A,0.0,0.54197645,0.27098823
GP9,0.0,0.54185766,0.27092883
TALDO1,0.0,0.54177606,0.27088803
MARCH2,0.0,0.54176414,0.27088207
CD1C,0.0,0.5416989,0.27084944
RP11-178L8.7,0.0,0.541621,0.2708105
TTC8,0.0,0.5413688,0.2706844
SNX9,0.0,0.5413577,0.27067885
ST3GAL2,0.0,0.54131687,0.27065843
CCDC40,0.0,0.5412553,0.27062765
CACNA1C-AS1,0.0,0.5411169,0.27055845
OXLD1,0.0,0.5409703,0.27048516
TBCB,0.0,0.54085255,0.27042627
MMADHC,0.0,0.5407167,0.27035835
LYAR,0.0,0.5405656,0.2702828
PHF14,0.0,0.5404501,0.27022505
SDCCAG8,0.0,0.5403589,0.27017945
RDH14,0.0,0.54033947,0.27016973
RFXANK,0.0,0.5401855,0.27009276
PF4,0.0,0.5401336,0.2700668
EVA1B,0.0,0.5400987,0.27004936
RP11-356N1.2,0.0,0.5400151,0.27000755
PRNP,0.0,0.5399258,0.2699629
GLTP,0.0,0.5399132,0.2699566
ADSL,0.0,0.53980446,0.26990223
CDC42BPB,0.0,0.53969723,0.26984861
CXXC1,0.0,0.53968155,0.26984078
TCEAL8,0.0,0.53964454,0.26982227
CTD-2537I9.12,0.0,0.5395311,0.26976556
PNRC1,0.0,0.53950316,0.26975158
EPN1,0.0,0.539498,0.269749
RIT1,0.0,0.5394747,0.26973736
SDHB,0.0,0.5390428,0.2695214
SAMD3,0.0,0.53878593,0.26939297
SUMO3,0.0,0.53873116,0.26936558
CNIH4,0.0,0.53865653,0.26932827
LRRC59,0.0,0.53843665,0.26921833
RP11-211G3.2,0.0,0.53833383,0.26916692
POLR2E,0.0,0.53822374,0.26911187
PARS2,0.0,0.53820574,0.26910287
CSNK1A1,0.0,0.5380917,0.26904586
IL16,0.0,0.5379095,0.26895475
DDX46,0.0,0.53770494,0.26885247
CHERP,0.0,0.53753257,0.26876628
THEM4,0.0,0.5374896,0.2687448
AKR1C3,0.0,0.53748804,0.26874402
CSRP1,0.0,0.5373625,0.26868126
IFT20,0.0,0.53684735,0.26842368
CEPT1,0.0,0.53682303,0.26841152
EPB41L4A,0.0,0.53654814,0.26827407
UCK1,0.0,0.53652614,0.26826307
PGRMC1,0.0,0.536477,0.2682385
KIR2DL3,0.0,0.53644943,0.26822472
C9orf3,0.0,0.5362971,0.26814854
SH3BGRL2,0.0,0.5361789,0.26808944
ZFX,0.0,0.5359823,0.26799116
KIR3DL2,0.0,0.53557247,0.26778623
NME6,0.0,0.5355369,0.26776844
LONRF1,0.0,0.5354069,0.26770344
MYO1E,0.0,0.5353118,0.2676559
LPIN1,0.0,0.53526807,0.26763403
RPPH1,0.0,0.5352515,0.26762575
POLR3K,0.0,0.5348015,0.26740074
PITPNM1,0.0,0.5347427,0.26737136
DIAPH1,0.0,0.5346808,0.2673404
C5AR2,0.0,0.534537,0.2672685
ILF3,0.0,0.53446835,0.26723418
CTNND1,0.0,0.5342489,0.26712444
GARS,0.0,0.53402215,0.26701108
SRSF5,0.0,0.5337721,0.26688606
FAM43A,0.0,0.5335703,0.26678514
STUB1,0.0,0.5335481,0.26677406
RP11-398C13.6,0.0,0.53348386,0.26674193
UTP6,0.0,0.5334814,0.2667407
LTB4R,0.0,0.5333537,0.26667684
DOHH,0.0,0.5332465,0.26662326
RUNDC1,0.0,0.53320825,0.26660413
GUCD1,0.0,0.5329388,0.2664694
MAT2A,0.0,0.5328144,0.2664072
RP11-783K16.13,0.0,0.5326987,0.26634935
RAPSN,0.0,0.5326658,0.2663329
YWHAG,0.0,0.5326609,0.26633045
TMEM140,0.0,0.532613,0.2663065
KLC4,0.0,0.5324552,0.2662276
HDDC3,0.0,0.53241915,0.26620957
CLEC4C,0.0,0.53225386,0.26612693
PLEKHB2,0.0,0.5322426,0.2661213
LDOC1L,0.0,0.5319407,0.26597035
ALKBH4,0.0,0.53186965,0.26593482
FCER1A,0.0,0.53176117,0.26588058
DSCR3,0.0,0.53167313,0.26583657
CTC-444N24.11,0.0,0.53165334,0.26582667
NT5C,0.0,0.5316268,0.2658134
AAGAB,0.0,0.5315709,0.26578546
HELQ,0.0,0.5314593,0.26572964
ARHGAP18,0.0,0.5314566,0.2657283
PRKD2,0.0,0.5311891,0.26559454
CDC42EP3,0.0,0.53098834,0.26549417
PAWR,0.0,0.53095484,0.26547742
ZMAT5,0.0,0.53088707,0.26544353
SPON2,0.0,0.53085524,0.26542762
CPNE2,0.0,0.53067046,0.26533523
GGNBP2,0.0,0.53053683,0.26526842
RBM4,0.0,0.5304074,0.2652037
RP11-672A2.6,0.0,0.53036565,0.26518282
EIF1AY,0.0,0.5302534,0.2651267
PRR5L,0.0,0.53018636,0.26509318
CCL5,0.0,0.53010863,0.26505432
RP11-488C13.5,0.0,0.53005874,0.26502937
BTN3A2,0.0,0.5299202,0.2649601
AP000282.2,0.0,0.5298852,0.2649426
FAM27A,0.0,0.5296905,0.26484525
PFDN2,0.0,0.52952206,0.26476103
ABT1,0.0,0.52939576,0.26469788
SCFD1,0.0,0.5293703,0.26468515
DCP2,0.0,0.52903485,0.26451743
SPPL2A,0.0,0.5287441,0.26437205
RABIF,0.0,0.52868843,0.26434422
RASGRP2,0.0,0.52863127,0.26431563
HDLBP,0.0,0.52828103,0.26414052
UIMC1,0.0,0.5282798,0.2641399
GIT2,0.0,0.52822006,0.26411003
TLE4,0.0,0.52789223,0.26394612
CLDN5,0.0,0.52785254,0.26392627
C5orf15,0.0,0.5278444,0.2639222
PACSIN2,0.0,0.5277735,0.26388675
MNAT1,0.0,0.5277575,0.26387876
CWC27,0.0,0.52769244,0.26384622
PEX19,0.0,0.5276858,0.2638429
TMPRSS11E,0.0,0.52758557,0.26379278
PRDX1,0.0,0.5274943,0.26374716
TMBIM4-1,0.0,0.52746737,0.26373369
SAMD9L,0.0,0.52746624,0.26373312
RP1-315G1.3,0.0,0.52733487,0.26366743
SIVA1,0.0,0.5272503,0.26362514
MED30,0.0,0.52717006,0.26358503
SNAP47,0.0,0.52698404,0.26349202
TMEM222,0.0,0.52696216,0.26348108
HENMT1,0.0,0.52684766,0.26342383
UBE2D4,0.0,0.5266631,0.26333156
ARID4A,0.0,0.5266616,0.2633308
EARS2,0.0,0.52663344,0.26331672
PRKACB,0.0,0.5264309,0.26321545
FAAH,0.0,0.5264209,0.26321045
GJC3,0.0,0.52640754,0.26320377
MIS18A,0.0,0.52639115,0.26319557
RELB,0.0,0.52627134,0.26313567
NIT2,0.0,0.5260817,0.26304084
C2CD4D,0.0,0.5259614,0.2629807
MRPS12,0.0,0.5257001,0.26285005
NELFB,0.0,0.5256776,0.2628388
CD79A,0.0,0.525475,0.2627375
BABAM1,0.0,0.5253421,0.26267105
LRIG2,0.0,0.5252129,0.26260644
DENND2D,0.0,0.5250575,0.26252875
ZNF688,0.0,0.5249346,0.2624673
DOK3,0.0,0.5249112,0.2624556
GFER,0.0,0.5248384,0.2624192
TSPAN33,0.0,0.5247108,0.2623554
WNK1,0.0,0.52464557,0.26232278
PSMD14,0.0,0.52461576,0.26230788
NFKBIL1,0.0,0.5244928,0.2622464
SARS,0.0,0.52448106,0.26224053
BET1,0.0,0.52447677,0.26223838
PHACTR4,0.0,0.5241647,0.26208234
KIAA0101,0.0,0.5240877,0.26204386
GZMB,0.0,0.52406704,0.26203352
EIF2B1,0.0,0.52387786,0.26193893
TIMMDC1,0.0,0.52373546,0.26186773
SENCR,0.0,0.5235996,0.2617998
KCNG1,0.0,0.5235912,0.2617956
GGA3,0.0,0.5234698,0.2617349
RP11-792A8.4,0.0,0.5232337,0.26161686
DTYMK,0.0,0.5231798,0.2615899
TAL1,0.0,0.5231694,0.2615847
FASTKD1,0.0,0.52312154,0.26156077
HMGXB4,0.0,0.5230822,0.2615411
EHMT2,0.0,0.5230017,0.26150084
SELPLG,0.0,0.52298516,0.26149258
FKBP3,0.0,0.522645,0.2613225
HIST1H2BJ,0.0,0.52261317,0.26130658
SCN1B,0.0,0.5225735,0.26128674
DHX15,0.0,0.5224515,0.26122576
TMEM80,0.0,0.522374,0.261187
PLD6,0.0,0.52236354,0.26118177
BGLAP,0.0,0.521993,0.2609965
CDKN2A,0.0,0.52188456,0.26094228
COMMD4,0.0,0.52176607,0.26088303
SREBF1,0.0,0.5217435,0.26087174
RAB9A,0.0,0.5216773,0.26083866
KIFC3,0.0,0.52154964,0.26077482
TTC14,0.0,0.5215126,0.2607563
C16orf13,0.0,0.5214973,0.26074865
MAP2K7,0.0,0.52149373,0.26074687
RPA4,0.0,0.52138567,0.26069283
PPBP,0.0,0.5213745,0.26068726
QRICH1,0.0,0.5212041,0.26060206
DPH6,0.0,0.5211575,0.26057875
VMAC,0.0,0.52113795,0.26056898
GIMAP7,0.0,0.5209628,0.2604814
NR2C1,0.0,0.5208588,0.2604294
ALG5,0.0,0.520858,0.260429
CARHSP1,0.0,0.5207924,0.2603962
YIPF5,0.0,0.5201165,0.26005825
SLC50A1,0.0,0.51995116,0.25997558
AP4S1,0.0,0.5196352,0.2598176
STAU1,0.0,0.51956373,0.25978187
GTF2B,0.0,0.51951975,0.25975987
HOPX,0.0,0.5195131,0.25975654
RAB21,0.0,0.5195019,0.25975096
C2orf88,0.0,0.5194428,0.2597214
BMP8B,0.0,0.5192941,0.25964704
GPR56,0.0,0.51893425,0.25946712
SHARPIN,0.0,0.5189306,0.2594653
TMX2,0.0,0.51870567,0.25935283
USP38,0.0,0.51854706,0.25927353
MRPL19,0.0,0.5185391,0.25926954
SERPINF1,0.0,0.51846737,0.25923368
OBSCN,0.0,0.5184454,0.2592227
GATA2,0.0,0.5183525,0.25917625
IDUA,0.0,0.5182894,0.2591447
CTNNBL1,0.0,0.5181055,0.25905275
SYCE1,0.0,0.51808226,0.25904113
HCCS,0.0,0.517978,0.258989
RPH3A,0.0,0.5177458,0.2588729
SMIM14,0.0,0.51755196,0.25877598
ZUFSP,0.0,0.51749015,0.25874507
ZNF330,0.0,0.5174243,0.25871214
TRIP11,0.0,0.51720214,0.25860107
TGFBRAP1,0.0,0.51708204,0.25854102
ZRANB3,0.0,0.5170711,0.25853556
KIAA0196,0.0,0.5168524,0.2584262
MYL9,0.0,0.5167893,0.25839466
NEK8,0.0,0.5167797,0.25838986
GTPBP6,0.0,0.51665884,0.25832942
ELOF1,0.0,0.5164878,0.2582439
GOT2,0.0,0.51648515,0.25824258
MED28,0.0,0.5163075,0.25815374
SDAD1,0.0,0.5162062,0.2581031
FEM1A,0.0,0.5157837,0.25789186
MRPS23,0.0,0.51578265,0.25789133
LIX1L,0.0,0.51564634,0.25782317
SETD1B,0.0,0.5153707,0.25768536
AP001189.4,0.0,0.5152993,0.25764966
C17orf59,0.0,0.5152343,0.25761715
ADD1,0.0,0.51507354,0.25753677
PLEKHJ1,0.0,0.51498926,0.25749463
PIGF,0.0,0.5149256,0.2574628
ARHGDIA,0.0,0.5144473,0.25722364
SPRY1,0.0,0.51441187,0.25720593
ASB8,0.0,0.5141913,0.25709566
ATP5H,0.0,0.5141004,0.2570502
NAA25,0.0,0.51409614,0.25704807
CRELD2,0.0,0.5138082,0.2569041
RABL6,0.0,0.51379365,0.25689682
SLA,0.0,0.5136967,0.25684834
RAB2A,0.0,0.51359564,0.25679782
HBP1,0.0,0.513579,0.2567895
ACP1,0.0,0.51330674,0.25665337
SMCHD1,0.0,0.5132803,0.25664014
ZBED5-AS1,0.0,0.5132228,0.2566114
LARS,0.0,0.51316017,0.25658008
RIN2,0.0,0.51315063,0.25657532
DCAF8,0.0,0.51309264,0.25654632
TMBIM6,0.0,0.512985,0.2564925
GZMH,0.0,0.51292,0.25646
LTV1,0.0,0.5127222,0.2563611
RER1,0.0,0.5126153,0.25630766
RP11-423O2.5,0.0,0.51252663,0.25626332
ADPRM,0.0,0.51250887,0.25625443
STX18,0.0,0.51246417,0.25623208
ATAD1,0.0,0.5123735,0.25618675
PPP2CA,0.0,0.5123522,0.2561761
ARL4A,0.0,0.51232743,0.25616372
LILRA4,0.0,0.5122527,0.25612634
EOGT,0.0,0.5122078,0.2561039
DNAJC10,0.0,0.51206106,0.25603053
SDHAF2,0.0,0.5116979,0.25584894
RBPJ,0.0,0.5115995,0.25579974
XRRA1,0.0,0.51152843,0.25576422
C16orf54,0.0,0.511259,0.2556295
FKBP5,0.0,0.5112569,0.25562844
CR1,0.0,0.5109718,0.2554859
PAFAH1B1,0.0,0.5109023,0.25545114
C1GALT1C1,0.0,0.51077896,0.25538948
UBB,0.0,0.51075035,0.25537518
ACOT13,0.0,0.5107454,0.2553727
STAU2,0.0,0.5107274,0.2553637
GPR183,0.0,0.51072454,0.25536227
MRPL1,0.0,0.5106613,0.25533065
CYB561,0.0,0.5106578,0.2553289
SNX20,0.0,0.51064605,0.25532302
LYRM4,0.0,0.51050043,0.25525022
ZNF45,0.0,0.5103484,0.2551742
NIPSNAP3B,0.0,0.51023823,0.25511912
CTA-29F11.1,0.0,0.5102177,0.25510886
USP36,0.0,0.50984716,0.25492358
SAMD4B,0.0,0.5098149,0.25490746
FEM1B,0.0,0.50970745,0.25485373
PDIA5,0.0,0.5096894,0.2548447
PRF1,0.0,0.5096355,0.25481775
GOLT1B,0.0,0.5096207,0.25481036
BNIP2,0.0,0.5093769,0.25468844
GUSB,0.0,0.5093326,0.2546663
MAF1,0.0,0.5091641,0.25458205
NME3,0.0,0.5091411,0.25457054
XXbac-BPG299F13.17,0.0,0.5090186,0.2545093
ARSG,0.0,0.5089294,0.2544647
RAMP1,0.0,0.5088609,0.25443044
ACTR6,0.0,0.50884086,0.25442043
GGA2,0.0,0.50874877,0.25437438
SF3B5,0.0,0.5084759,0.25423795
RP11-65N13.8,0.0,0.50843585,0.25421792
LMF2,0.0,0.5083976,0.2541988
KLRC3,0.0,0.5083443,0.25417215
COQ7,0.0,0.50833666,0.25416833
DTX3,0.0,0.50831634,0.25415817
NUDT16L1,0.0,0.5082959,0.25414795
TMEM50A,0.0,0.50801855,0.25400928
GP1BA,0.0,0.5080046,0.2540023
ELOVL3,0.0,0.50794274,0.25397137
OSBPL1A,0.0,0.50791097,0.25395548
NUDT1,0.0,0.5078198,0.2539099
IFI27,0.0,0.50764054,0.25382027
IGIP,0.0,0.50742596,0.25371298
YEATS2,0.0,0.5072907,0.25364536
IPO9-AS1,0.0,0.5071541,0.25357705
UNC45A,0.0,0.50703037,0.25351518
RP11-810P12.5,0.0,0.5068903,0.25344515
AGPAT1,0.0,0.5068417,0.25342086
IRF9,0.0,0.5068167,0.25340834
DHX34,0.0,0.5067212,0.2533606
KIF5B,0.0,0.50664246,0.25332123
SPATA6,0.0,0.506594,0.253297
ZNF567,0.0,0.506534,0.253267
LINC00957,0.0,0.5064524,0.2532262
NCKAP1,0.0,0.5064455,0.25322276
ELANE,0.0,0.50631684,0.25315842
AURKC,0.0,0.5063031,0.25315154
S100B,0.0,0.5062628,0.2531314
NCOA4,0.0,0.5061647,0.25308236
PPP1R2,0.0,0.5061543,0.25307715
SLC2A13,0.0,0.5060734,0.2530367
TTC30A,0.0,0.5059093,0.25295466
KLHL24,0.0,0.505854,0.252927
C1orf198,0.0,0.5057938,0.2528969
MRPL51,0.0,0.50565785,0.25282893
SYVN1,0.0,0.50564665,0.25282332
MAP3K8,0.0,0.5056352,0.2528176
CASC8,0.0,0.50562453,0.25281227
MEF2C-AS1,0.0,0.505559,0.2527795
MLLT10,0.0,0.5054865,0.25274324
RPUSD4,0.0,0.5054821,0.25274104
WDR91,0.0,0.50544834,0.25272417
TNFSF12,0.0,0.5054052,0.2527026
SLC16A5,0.0,0.5052047,0.25260234
TBPL1,0.0,0.5051823,0.25259116
CELF1,0.0,0.5050111,0.25250554
TRIM8,0.0,0.50500387,0.25250193
RP11-343J3.2,0.0,0.5049986,0.2524993
PPIL2,0.0,0.5049799,0.25248995
MARCH5,0.0,0.50478506,0.25239253
SENP2,0.0,0.5046834,0.2523417
C21orf33,0.0,0.50459075,0.25229537
ARAP1,0.0,0.5045272,0.2522636
IL24,0.0,0.50448394,0.25224197
CTC-444N24.6,0.0,0.5044575,0.25222874
C19orf33,0.0,0.5043717,0.25218585
UBLCP1,0.0,0.5043577,0.25217885
ARRDC3,0.0,0.504298,0.252149
EIF3D,0.0,0.5041956,0.2520978
GMPPA,0.0,0.5041637,0.25208184
RP11-468E2.4,0.0,0.5040671,0.25203356
PARD3,0.0,0.5037787,0.25188935
RGL2,0.0,0.503489,0.2517445
RNF125,0.0,0.50345033,0.25172517
PSMG2,0.0,0.5034382,0.2517191
TOR1A,0.0,0.50333846,0.25166923
COPS4,0.0,0.50333184,0.25166592
NPHP3,0.0,0.50325334,0.25162667
WDR45,0.0,0.50322014,0.25161007
MYCT1,0.0,0.50310683,0.25155342
CTC-297N7.1,0.0,0.50302106,0.25151053
FBXO4,0.0,0.5029433,0.25147164
TTC38,0.0,0.5028188,0.2514094
MFF,0.0,0.5027863,0.25139314
DLK1,0.0,0.50274974,0.25137487
THYN1,0.0,0.5026979,0.25134894
C19orf44,0.0,0.5025222,0.2512611
STMN1,0.0,0.5025146,0.2512573
AL928742.12,0.0,0.5022872,0.2511436
BANP,0.0,0.50221264,0.25110632
ABHD17B,0.0,0.50219274,0.25109637
TMEM18,0.0,0.50210506,0.25105253
HMG20A,0.0,0.5020877,0.25104386
GNPTAB,0.0,0.5019227,0.25096136
PI4KB,0.0,0.50183195,0.25091597
CCL4,0.0,0.50181764,0.25090882
AL928768.3,0.0,0.50168306,0.25084153
ZNF92,0.0,0.5015991,0.25079954
SMTN,0.0,0.5015421,0.25077105
ATP6V0E1,0.0,0.5012242,0.2506121
ARL16,0.0,0.50121254,0.25060627
RCHY1,0.0,0.50086266,0.25043133
RP11-359I18.5,0.0,0.5007484,0.2503742
BAG5,0.0,0.5006274,0.2503137
GIMAP2,0.0,0.5005886,0.2502943
KLF13,0.0,0.50056046,0.25028023
TP63,0.0,0.5002449,0.25012246
RNF14,0.0,0.5002316,0.2501158
GPS1,0.0,0.50003874,0.25001937
CD160,0.0,0.50000244,0.25000122
CD19,0.0,0.49986035,0.24993017
N4BP2L1,0.0,0.499742,0.249871
WBP2NL,0.0,0.49972066,0.24986033
CSNK2B,0.0,0.4996667,0.24983335
RP11-481J2.2,0.0,0.49952608,0.24976304
SULT1C2,0.0,0.49937925,0.24968962
SH3GLB1,0.0,0.49931815,0.24965908
CTC-260E6.6,0.0,0.49922064,0.24961032
SPOCD1,0.0,0.499191,0.2495955
HNRNPH3,0.0,0.49917284,0.24958642
ORAI1,0.0,0.4991327,0.24956635
RALBP1,0.0,0.49902955,0.24951477
FGFBP2,0.0,0.49901587,0.24950793
RP11-816J6.3,0.0,0.4989727,0.24948636
EMG1,0.0,0.49894217,0.24947108
NEFH,0.0,0.4986423,0.24932115
LINC00926,0.0,0.4985551,0.24927755
THUMPD3,0.0,0.49852946,0.24926473
CUL4B,0.0,0.49830416,0.24915208
NPRL2,0.0,0.49822322,0.24911161
DIS3,0.0,0.49812102,0.24906051
XCL1,0.0,0.49811473,0.24905737
CTSW,0.0,0.49802807,0.24901403
PKIG,0.0,0.4980245,0.24901225
USP19,0.0,0.49782845,0.24891423
RP11-420A6.2,0.0,0.49775878,0.24887939
PLEKHF1,0.0,0.49744898,0.24872449
DDB2,0.0,0.49738443,0.24869221
KIAA1429,0.0,0.49737325,0.24868663
PRICKLE1,0.0,0.4973616,0.2486808
NKG7,0.0,0.4973314,0.2486657
PHKG2,0.0,0.49730024,0.24865012
ODC1,0.0,0.4972508,0.2486254
DHRS4,0.0,0.497113,0.2485565
OMG,0.0,0.49710792,0.24855396
MYZAP,0.0,0.49706617,0.24853308
BIRC5,0.0,0.49702173,0.24851087
SEC31A,0.0,0.49681783,0.24840891
SHOC2,0.0,0.49681243,0.24840622
SDCBP2,0.0,0.49674353,0.24837177
PSMC6,0.0,0.49669778,0.24834889
INSL3,0.0,0.4966758,0.2483379
DESI1,0.0,0.49655306,0.24827653
PTGS1,0.0,0.4965421,0.24827105
PGM2,0.0,0.49650833,0.24825417
CELF6-1,0.0,0.49636528,0.24818264
RP3-325F22.5,0.0,0.4960733,0.24803665
TAOK2,0.0,0.49585894,0.24792947
METTL21A,0.0,0.49576843,0.24788421
TMEM242,0.0,0.49576643,0.24788322
RP11-879F14.2,0.0,0.49576378,0.24788189
TMEM14B,0.0,0.4954502,0.2477251
FAM225A,0.0,0.4953392,0.2476696
MZB1,0.0,0.49500048,0.24750024
TEX9,0.0,0.49493167,0.24746583
VSIG10L,0.0,0.49488866,0.24744433
ZNF561,0.0,0.49461436,0.24730718
IRAK4,0.0,0.49456707,0.24728353
RHEBL1,0.0,0.4944109,0.24720545
CASC7,0.0,0.49436703,0.24718352
PRRG2,0.0,0.49433225,0.24716613
ERV3-1,0.0,0.49420533,0.24710266
MKLN1,0.0,0.49403808,0.24701904
KIAA1430,0.0,0.49397883,0.24698941
SIN3A,0.0,0.493753,0.2468765
FRY-AS1,0.0,0.4935741,0.24678706
RP11-152L20.3,0.0,0.4935065,0.24675325
TRIP12,0.0,0.4935043,0.24675214
SRSF3,0.0,0.4934757,0.24673785
CDC16,0.0,0.49344778,0.24672389
XPOT,0.0,0.493372,0.246686
OARD1,0.0,0.49335897,0.24667948
RRAGC,0.0,0.49332264,0.24666132
SRP9,0.0,0.49323446,0.24661723
KLRG1,0.0,0.49314657,0.24657328
MOXD1,0.0,0.49309963,0.24654981
SPEN,0.0,0.49298185,0.24649093
DDX56,0.0,0.4928896,0.2464448
SAAL1,0.0,0.49284104,0.24642052
IFT81,0.0,0.4928218,0.2464109
ORMDL2,0.0,0.49272498,0.24636249
TOMM40,0.0,0.49258694,0.24629347
CTD-2639E6.9,0.0,0.4924702,0.2462351
PRSS27,0.0,0.49229592,0.24614796
OSBPL7,0.0,0.49218422,0.24609211
C15orf57,0.0,0.49207628,0.24603814
SNW1,0.0,0.4920374,0.2460187
FOPNL,0.0,0.49178818,0.24589409
AC093642.3,0.0,0.49163952,0.24581976
RAB1B,0.0,0.491615,0.2458075
NR3C1,0.0,0.49160463,0.24580231
CTD-2302E22.4,0.0,0.4915736,0.2457868
MAP2,0.0,0.49144524,0.24572262
ENHO,0.0,0.49139106,0.24569553
LINC01132,0.0,0.49137974,0.24568987
RPUSD3,0.0,0.49123293,0.24561647
CACNA1F,0.0,0.49118912,0.24559456
ZNF232,0.0,0.49109825,0.24554913
CALD1,0.0,0.49103838,0.24551919
PELI1,0.0,0.49097654,0.24548827
NOC4L,0.0,0.4909547,0.24547735
MFSD10,0.0,0.49088696,0.24544348
RP11-76E12.1,0.0,0.49088338,0.24544169
DCSTAMP,0.0,0.49086645,0.24543323
RBM3,0.0,0.49080172,0.24540086
LINC00494,0.0,0.49078107,0.24539053
CCDC91,0.0,0.49066976,0.24533488
PEX26,0.0,0.49057072,0.24528536
REEP3,0.0,0.4903868,0.2451934
RP11-490M8.1,0.0,0.49033993,0.24516997
RP11-77H9.2,0.0,0.4903141,0.24515705
PDCD2L,0.0,0.49018538,0.24509269
PRPF8,0.0,0.49016812,0.24508406
TMEM87A,0.0,0.49008816,0.24504408
EMB,0.0,0.4900395,0.24501975
RP11-879F14.1,0.0,0.49002367,0.24501184
LRRC24,0.0,0.48979232,0.24489616
ACADM,0.0,0.48978123,0.24489062
IDO1,0.0,0.4897767,0.24488835
CCDC94,0.0,0.48977646,0.24488823
PLEKHA3,0.0,0.48966858,0.24483429
LINC01118,0.0,0.48956645,0.24478322
PPT2-EGFL8,0.0,0.48955572,0.24477786
GLYCTK,0.0,0.48953417,0.24476708
NEMF,0.0,0.48948455,0.24474227
SRM,0.0,0.48948026,0.24474013
RP11-302F12.10,0.0,0.48943976,0.24471988
CCDC38,0.0,0.48941994,0.24470997
LINC01013,0.0,0.48937503,0.24468751
RP11-185E8.1,0.0,0.4892932,0.2446466
ZNF132,0.0,0.48923725,0.24461862
PDGFA,0.0,0.4890729,0.24453644
CLEC2B,0.0,0.48905358,0.24452679
CEP68,0.0,0.488592,0.244296
USP33,0.0,0.4885751,0.24428755
LA16c-431H6.6,0.0,0.48854223,0.24427111
CEP85L,0.0,0.48847094,0.24423547
FSTL1,0.0,0.48839548,0.24419774
C3orf18,0.0,0.48829123,0.24414562
INPP5A,0.0,0.48824814,0.24412407
MTERFD2,0.0,0.48823482,0.24411741
RP11-885N19.6,0.0,0.48808405,0.24404202
NEDD4,0.0,0.48796672,0.24398336
MLLT11,0.0,0.4879001,0.24395005
CECR5,0.0,0.48784435,0.24392217
CYP1B1-AS1,0.0,0.48784426,0.24392213
R3HDM1,0.0,0.48780185,0.24390092
HGD,0.0,0.48757926,0.24378963
MAEA,0.0,0.4875389,0.24376945
NEIL1,0.0,0.48749614,0.24374807
MYH10,0.0,0.48743668,0.24371834
RMND5A,0.0,0.48731047,0.24365523
DIMT1,0.0,0.4873071,0.24365355
SLC5A8,0.0,0.48721653,0.24360827
HOOK2,0.0,0.4872041,0.24360205
ZNF718,0.0,0.4871297,0.24356484
EXOC4,0.0,0.48712042,0.24356021
ARL2,0.0,0.48697892,0.24348946
COLGALT2,0.0,0.48697796,0.24348898
PGM1,0.0,0.48694518,0.24347259
SYTL4,0.0,0.48684433,0.24342217
YTHDC1,0.0,0.48674017,0.24337009
IDI1,0.0,0.4867273,0.24336365
TAF12,0.0,0.48664466,0.24332233
TKTL1,0.0,0.48660493,0.24330246
SNX29P2,0.0,0.4865776,0.2432888
RP11-285J16.1,0.0,0.4865464,0.2432732
AC068580.6,0.0,0.4863763,0.24318814
NLGN2,0.0,0.48634717,0.24317358
USP20,0.0,0.4862981,0.24314906
GNPAT,0.0,0.48627332,0.24313666
KCNG2,0.0,0.48625124,0.24312562
MALT1,0.0,0.48623022,0.24311511
CARS,0.0,0.48605824,0.24302912
ACTN1-AS1,0.0,0.48597884,0.24298942
SMIM7,0.0,0.4857667,0.24288335
CTD-2541M15.1,0.0,0.4857266,0.2428633
ANKHD1,0.0,0.48568043,0.24284022
RP11-428G5.5,0.0,0.48564163,0.24282081
USP7,0.0,0.48555714,0.24277857
TOP1MT,0.0,0.4855488,0.2427744
RP5-1073O3.2,0.0,0.4854951,0.24274755
ST7L,0.0,0.4853551,0.24267755
STK38,0.0,0.4853443,0.24267215
ACAT2,0.0,0.48531833,0.24265917
RP13-314C10.5,0.0,0.48531535,0.24265768
PIGX,0.0,0.4853145,0.24265724
SCIN,0.0,0.48527923,0.24263962
SPTSSB,0.0,0.48512304,0.24256152
BEX4,0.0,0.4850694,0.2425347
ZFYVE28,0.0,0.48500392,0.24250196
DNTTIP1,0.0,0.4849684,0.2424842
ZNF628,0.0,0.48491722,0.24245861
RP11-138I1.2,0.0,0.48488632,0.24244316
TMEM141,0.0,0.4848641,0.24243204
DNAJB14,0.0,0.484748,0.242374
MRS2,0.0,0.4846759,0.24233796
RP11-110I1.14,0.0,0.4845874,0.2422937
NUDT12,0.0,0.48447052,0.24223526
